bble,lat,lng,2010,2011,2012,2013,2014,neighborhood
1021710105,40.8594,-73.92901,1940000,2220000,2127000,2067000,1967000,7
1018770048,40.8008,-73.96725,1660000,1950000,2040000,1849000,2219000,17
1018770049,40.80083,-73.96733,1660000,1950000,2040000,1849000,2219000,17
1007700065,40.74344,-73.99851,604000,773000,587000,479000,507000,21
1021710100,40.85948,-73.92866,1250000,1270000,1397000,1470000,1601000,7
1018770042,40.80068,-73.96698,4200000,6890000,7877000,8263000,8091000,17
1008000076,40.74507,-73.99444,4230000,4230000,2188000,2716000,2648000,21
1008000077,40.74518,-73.99453,834000,890000,919000,1106000,1178000,21
1001800126,40.71851,-74.00983,5750000,6610000,6630000,6688000,6739000,20
1004100050,40.7198,-73.98794,3250000,3740000,3751000,3784000,3813000,4
1007170072,40.74542,-74.00507,4150000,4190000,3787000,4544000,5021000,21
1007170071,40.74539,-74.00501,831000,983000,1468000,1822000,1777000,21
1013410040,40.75361,-73.96802,4500000,4850000,5523000,5523000,5474000,10
1005450007,40.72871,-73.99359,4360000,4470000,6663000,6500000,6547000,22
1019040013,40.80485,-73.94989,547000,459000,427000,338000,337000,25
1006080039,40.73646,-73.99794,52700000,54000000,68702000,60931000,64987000,22
1006080037,40.73668,-73.99798,1830000,3020000,2272000,2599000,2526000,22
1006080034,40.73681,-73.99815,3580000,3610000,3110000,3203000,3844000,22
1006080035,40.73675,-73.99807,2970000,3020000,3699000,3503000,3717000,22
1006080032,40.73686,-73.99828,3670000,3670000,1389000,1590000,1545000,22
1006080033,40.73684,-73.99821,5730000,5780000,5797000,5847000,5892000,22
1019040015,40.80477,-73.9497,583000,490000,455000,360000,359000,25
1003860011,40.72286,-73.98207,5320000,766000,843000,927000,1119000,15
1003860010,40.72308,-73.98236,1690000,3100000,2213000,1985000,2062000,15
1003860015,40.72275,-73.98174,1520000,1680000,2520000,2869000,3115000,15
1013410047,40.75381,-73.96853,1450000,1660000,2046000,1890000,2726000,10
1007400046,40.74197,-74.0024,890000,848000,907000,954000,1014000,21
1007400047,40.74186,-74.00259,2030000,2140000,2578000,1624000,1601000,21
1007400044,40.74191,-74.00224,890000,848000,907000,954000,1015000,21
1007400045,40.74194,-74.00232,890000,848000,907000,954000,1015000,21
1018800044,40.80263,-73.96547,949000,986000,465000,511000,767000,24
1018800042,40.80258,-73.96534,467000,465000,511000,766000,969000,24
1007400048,40.74205,-74.00255,1440000,1470000,1735000,1605000,1368000,21
1007400049,40.74208,-74.00263,1440000,1470000,1735000,1605000,1368000,21
1005000005,40.72469,-74.00037,4900000,4430000,10011000,9901000,10114000,20
1005000001,40.72436,-74.0006,2130000,7480000,6247000,5503000,5578000,20
1005640031,40.73403,-73.992,9560000,9900000,10672000,11349000,11638000,22
1005640036,40.73347,-73.99076,11000000,11400000,13793000,14768000,15813000,22
1011210062,40.77513,-73.97991,5060000,5560000,5821000,5396000,5563000,18
1011210063,40.77518,-73.98002,2480000,2800000,3080000,2628000,3127000,18
1011210060,40.77505,-73.97977,1370000,1510000,1318000,1450000,1482000,18
1011210061,40.7751,-73.97982,5920000,5920000,2271000,2001000,2018000,18
1011210064,40.77521,-73.98014,3150000,3440000,3450000,3264000,3391000,18
1007700063,40.74335,-73.99841,1760000,1770000,1894000,1581000,1595000,21
1022150195,40.87754,-73.90916,559000,494000,552000,592000,654000,27
1022150197,40.87746,-73.90905,475000,506000,578000,675000,748000,27
1022150191,40.87775,-73.90944,750000,713000,1008000,857000,728000,27
1022150190,40.87778,-73.90949,600000,571000,573000,568000,505000,27
1022150193,40.87762,-73.90927,349000,364000,400000,582000,617000,27
1022150192,40.87768,-73.90942,683000,785000,640000,768000,653000,27
1007700062,40.74335,-73.99833,6760000,6250000,6481000,6675000,7737000,21
1005850055,40.73282,-74.00584,1580000,1600000,1605000,1653000,1666000,22
1004630031,40.72846,-73.98816,3470000,3970000,4693000,4546000,4725000,0
1005850053,40.7329,-74.00587,3390000,3420000,4460000,5303000,5523000,22
1012180043,40.78807,-73.97234,833000,750000,1125000,1544000,1553000,17
1012180042,40.78801,-73.97223,5770000,5820000,4947000,5736000,5581000,17
1012180041,40.78798,-73.97218,6730000,6800000,5780000,5953000,5249000,17
1012180040,40.78797,-73.97213,5440000,5480000,4658000,5056000,5362000,17
1012180047,40.78818,-73.97263,972000,1650000,2050000,1512000,1521000,17
1005850050,40.73303,-74.00595,3430000,3460000,4724000,4560000,4207000,22
1006310001,40.73366,-74.0082,21600000,23200000,25608000,27090000,28064000,22
1012180044,40.78809,-73.9724,816000,735000,1102000,1512000,1521000,17
1012180049,40.78825,-73.9728,461000,541000,811000,1216500,1460000,17
1005850051,40.73299,-74.00591,2030000,2050000,2056000,2118000,2134000,22
1013990160,40.76599,-73.96597,8580000,8650000,8676000,8751000,8818000,12
1013990161,40.76606,-73.96608,7100000,7160000,9861000,8918000,10206000,12
1013990164,40.76613,-73.96636,10100000,10100000,10130000,10218000,10297000,12
1018720106,40.79771,-73.9706,804000,948000,990000,897000,1076000,17
1015280031,40.77604,-73.95395,3770000,3800000,4295000,3828000,3403000,8
1022300011,40.86848,-73.91723,1700000,1690000,2535000,2376000,2459000,27
1022300017,40.86832,-73.91682,1080000,1120000,1068000,890000,978000,27
1022300015,40.86839,-73.91698,723000,709000,545000,488000,654000,27
1019410042,40.81621,-73.94422,972000,1120000,952000,831000,911000,14
1014670033,40.76771,-73.9542,650000,690000,886000,845000,937000,13
1019410040,40.81615,-73.94406,990000,1140000,969000,930000,1009000,14
1019410041,40.81619,-73.94416,621000,714000,716000,737000,743000,14
1019410046,40.81635,-73.94454,525000,441000,410000,324000,324000,14
1019410047,40.81638,-73.94465,827000,951000,832000,947000,1030000,14
1019410044,40.81628,-73.94438,280000,270000,289000,295000,294000,14
1014670035,40.76778,-73.95436,1410000,1530000,1648000,1987000,1988000,13
1015330030,40.77924,-73.95144,1950000,2130000,2468000,1929000,2011000,8
1015330031,40.77926,-73.95151,12000000,12000000,4543000,3688000,3738000,8
1015330032,40.77941,-73.95186,8550000,8020000,8410000,10723000,11148000,8
1019410049,40.81644,-73.94482,1020000,1170000,995000,977000,977000,14
1005370017,40.72931,-73.99833,3070000,3190000,3482000,2276000,2507000,22
1003480051,40.71884,-73.98483,466000,486000,523000,780000,876000,15
1003480050,40.71889,-73.98493,682000,586000,879000,1318500,1548000,15
1003480053,40.71878,-73.9847,792000,751000,804000,804000,419000,15
1003480056,40.71876,-73.98444,816000,820000,1230000,1664000,1820000,15
1015280039,40.77631,-73.95461,2070000,2160000,2559000,1714000,1830000,8
1020680053,40.83076,-73.94263,715000,774000,986000,1185000,1134000,3
1020680051,40.8308,-73.94273,411000,413000,620000,806000,836000,3
1020680056,40.83069,-73.94242,1340000,1540000,1309000,1163000,1065000,3
1020680057,40.83067,-73.94235,1140000,1310000,1176000,1225000,1065000,3
1020680054,40.83073,-73.94256,779000,779000,251000,302000,289000,3
1020680055,40.83072,-73.94249,1380000,1380000,443000,532000,509000,3
1020680058,40.83064,-73.94228,119000,111000,122000,122000,157000,3
1020680059,40.83061,-73.94222,1250000,1440000,1224000,1225000,1073000,3
1009110033,40.74264,-73.97774,2020000,2770000,1698000,2108000,2058000,11
1016260001,40.78756,-73.95016,7970000,7320000,7296000,7296000,10944000,16
1014180001,40.7641,-73.96425,25100000,25100000,34354000,28684000,28604000,13
1005370010,40.72918,-73.99875,2250000,2060000,2432000,2581000,2751000,22
1019760053,40.8112,-73.96018,1110000,1120000,1273000,1198000,1240000,24
1019760051,40.81115,-73.96005,1060000,1050000,1294000,1032000,1273000,24
1004380027,40.72846,-73.98212,1550000,1920000,1904000,2132000,2347000,0
1004380024,40.72857,-73.9825,893000,862000,934000,1126000,1048000,0
1004380025,40.7284,-73.98252,1000000,1160000,1357000,1327000,1375000,0
1004380022,40.72863,-73.98267,449000,447000,478000,717000,1076000,0
1004380023,40.72858,-73.98262,1730000,1810000,2005000,1817000,1848000,0
1004380020,40.7287,-73.98283,1340000,1850000,1980000,1478000,1501000,0
1004380021,40.72867,-73.98275,481000,508000,544000,816000,1128000,0
1003840006,40.72169,-73.98342,1280000,2100000,2535000,1575000,1725000,15
1003840007,40.72174,-73.98339,1280000,2090000,2512000,1560000,1709000,15
1004380028,40.72839,-73.98215,1730000,1590000,1823000,2197000,2305000,0
1004380029,40.72833,-73.98219,1380000,1500000,1643000,1674000,1774000,0
1004610051,40.72759,-73.99044,1460000,1760000,1908000,1914000,2039000,0
1004610050,40.72758,-73.99034,1930000,2390000,3585000,3487000,4184000,0
1017550126,40.8088,-73.9376,1400000,1400000,526000,416000,416000,14
1004610052,40.72775,-73.99043,1310000,1370000,1507000,1633000,1687000,0
1016750043,40.7888,-73.94258,587000,532000,798000,819000,711000,16
1021370174,40.83954,-73.94242,3050000,2700000,3060000,3545000,3748000,19
1011830131,40.7795,-73.98506,1300000,1130000,1695000,1704000,1719000,18
1016020046,40.78747,-73.9532,3830000,4060000,4520000,5040000,5297000,16
1011990039,40.78537,-73.97015,8320000,8320000,2542000,2556000,2572000,17
1015630044,40.77511,-73.94976,1650000,1900000,2726000,2213000,2243000,8
1011990036,40.78521,-73.96987,20100000,21400000,23919000,26629000,24700000,17
1014090043,40.77182,-73.95998,3050000,3560000,3581000,3020000,3192000,12
1014090042,40.77176,-73.95986,6880000,7130000,8088000,8125000,8453000,12
1014090040,40.7716,-73.9596,25300000,25400000,27924000,28016000,29645000,12
1014090045,40.77189,-73.96013,7930000,8000000,8477000,7959000,8248000,12
1014090049,40.77198,-73.96043,6620000,6670000,6000000,9490000,8784000,12
1014090048,40.77199,-73.96034,6770000,8000000,8024000,8024000,6820000,12
1016210036,40.79919,-73.94378,1810000,1920000,2347000,3520000,3655000,26
1001900038,40.72013,-74.00628,4460000,6930000,5377000,3078000,3372000,20
1015630043,40.77508,-73.94969,6350000,6350000,2642000,2144000,2174000,8
1011430007,40.77782,-73.98134,1690000,1730000,1843000,1784000,1819000,18
1011430001,40.77795,-73.98159,20600000,21300000,23481000,22941000,23516000,18
1011430008,40.77776,-73.98122,1240000,921000,1381000,1535000,1548000,18
1019370105,40.81387,-73.94774,280000,270000,289000,150000,180000,14
1015620016,40.77385,-73.94975,2310000,1610000,1768000,1381000,1435000,8
1007920032,40.73903,-73.99619,4390000,4390000,1685000,2092000,2040000,21
1007920033,40.73893,-73.99605,4550000,4660000,5331000,6175000,6332000,21
1015620012,40.77399,-73.95006,1470000,831000,914000,1005000,1389000,8
1015620013,40.77395,-73.94999,1160000,1200000,1239000,1273000,1328000,8
1015620018,40.77378,-73.94959,1960000,1750000,1913000,1988000,1978000,8
1015620019,40.77372,-73.94943,1980000,1800000,1980000,2156000,2335000,8
1007920038,40.73928,-73.99605,2580000,3010000,3179000,2955000,3373000,21
1022500018,40.87174,-73.91923,2660000,2700000,2874000,3068000,3229000,27
1022500014,40.87196,-73.91946,2110000,1950000,1913000,2104000,2335000,27
1015700048,40.77979,-73.94692,675000,701000,465000,491000,557000,8
1014430039,40.76622,-73.95867,3880000,3910000,3975000,4663000,4446000,13
1014430034,40.76602,-73.95826,3370000,3390000,3103000,3153000,3177000,13
1003330001,40.7173,-73.98059,44600000,44200000,46203000,48686000,52453000,15
1014430036,40.7661,-73.95841,2910000,2930000,2543000,2465000,2624000,13
1014430030,40.76581,-73.95778,7210000,7590000,8317000,7902000,8187000,13
1014430031,40.76592,-73.95805,3330000,3360000,2928000,2970000,3180000,13
1014430032,40.76597,-73.95809,2910000,2930000,2646000,2655000,2746000,13
1014430033,40.76601,-73.95819,4410000,4450000,4186000,4201000,4599000,13
1015180017,40.78164,-73.95427,4140000,4170000,4669000,3969000,3999000,12
1007700034,40.74271,-73.99739,1090000,790000,1185000,1777500,2133000,21
1018750146,40.79932,-73.96795,1910000,2100000,2058000,2300000,2470000,17
1015180016,40.7816,-73.9543,3100000,3120000,3129000,3156000,3180000,12
1021770087,40.85025,-73.93888,2330000,2680000,3094000,3528000,3337000,19
1017460023,40.80189,-73.94284,936000,1080000,1588000,1507000,1281000,26
1017530049,40.80794,-73.93851,2150000,2700000,1677000,1325000,1324000,14
1003000013,40.71631,-73.9927,2016600,1340000,1434000,1715000,1769000,4
1003000017,40.7162,-73.99247,1020000,1040000,901000,987000,1072000,4
1017530044,40.80777,-73.9381,1530000,1290000,1199000,948000,947000,14
1003000019,40.71607,-73.99233,520000,725000,612000,918000,1102000,4
1003000018,40.71616,-73.99226,1450000,1580000,1665000,1558000,1640000,4
1019690001,40.81508,-73.95462,1660000,659000,725000,775000,950000,23
1003930033,40.7264,-73.97742,1090000,1210000,1030000,1497000,1640000,15
1003770016,40.72416,-73.97768,3540000,3900000,4173000,2654000,2609000,15
1003930037,40.72617,-73.97762,1250000,1940000,3133000,1947000,2132000,15
1003930036,40.72623,-73.97757,1250000,1990000,3113000,1934000,2119000,15
1003930035,40.7263,-73.97754,2780000,1480000,1497000,1425000,1686000,15
1003930034,40.72636,-73.9775,2780000,1480000,1611000,1654000,1922000,15
1020530090,40.82614,-73.94264,2330000,2160000,2311000,3301000,3761000,3
1003930039,40.72607,-73.97773,1760000,3270000,3638000,2260000,2476000,15
1003930038,40.72612,-73.97766,1250000,2000000,3133000,1947000,2132000,15
1017530042,40.8077,-73.93794,455000,362000,505000,564000,613000,14
1016670009,40.79843,-73.93853,1870000,2130000,2475000,1991000,2037000,26
1016670005,40.79856,-73.93896,1050000,1050000,906000,886000,769000,26
1016670006,40.7985,-73.93883,626000,626000,374000,366000,433000,26
1005760025,40.73549,-73.99594,39500000,39600000,44955000,45857000,45210000,22
1019600059,40.81799,-73.94651,867000,997000,1496000,1795000,1526000,14
1008920057,40.74789,-73.97782,1010000,854000,1281000,1921500,1967000,11
1008920056,40.74787,-73.97778,5190000,5240000,4454000,4632000,4285000,11
1018690044,40.79558,-73.97048,17000000,18800000,22478000,25118000,26353000,17
1019600052,40.81783,-73.94617,698000,517000,481000,380000,380000,14
1019600053,40.81786,-73.94621,615000,707000,1061000,1273000,1120000,14
1008920059,40.7479,-73.97794,4194000,4820000,5420000,4607000,4642000,11
1008920058,40.74788,-73.97789,1100000,1400000,1769000,2196000,2144000,11
1019600056,40.81793,-73.94636,682000,784000,1176000,1411000,1199000,14
1019600057,40.81795,-73.94641,1200000,1380000,1384000,1661000,1412000,14
1019600054,40.81788,-73.94626,1200000,1380000,2070000,2437000,2071000,14
1011450147,40.77912,-73.97928,1900000,1360000,2040000,2310000,2330000,18
1011450143,40.77899,-73.97897,1070000,1160000,1241000,974000,983000,18
1012350040,40.78913,-73.97493,1090000,1360000,1340000,1612000,1682000,17
1012350041,40.78917,-73.97501,937000,932000,1034000,1449000,1521000,17
1012350042,40.78911,-73.97533,57800000,64800000,80475000,77012000,82864000,17
1006170036,40.73845,-74.002,4790000,5300000,5959000,5974000,6310000,22
1006170034,40.7383,-74.00192,2380000,4100000,2200000,2517000,2447000,22
1006170032,40.73814,-74.00183,932000,1090000,1159000,1127000,1165000,22
1006170033,40.7382,-74.00186,4730000,4760000,5860000,6663000,7201000,22
1006170030,40.73804,-74.00175,4640000,4640000,1756000,2009000,1952000,22
1014390001,40.7637,-73.96147,28500000,28500000,29794000,31504000,33160000,13
1014390009,40.76348,-73.96095,11300000,11800000,12852000,12880000,13366000,13
1017270053,40.81004,-73.94158,525000,559000,242000,266000,313000,14
1021790170,40.85325,-73.9388,23100000,27400000,33015000,44260000,41288000,7
1020660155,40.82903,-73.94339,772000,900000,813000,861000,906000,3
1007190031,40.74571,-74.00296,7970000,6770000,5755000,5928000,5627000,21
1016650110,40.79701,-73.93947,436000,501000,503000,604000,725000,26
1004370041,40.72785,-73.98365,978000,653000,979000,1252000,1502000,0
1011980111,40.78489,-73.97197,1520000,1040000,1560000,2144000,2158000,17
1016370042,40.79423,-73.94358,1260000,1040000,1540000,1506000,1308000,16
1005830006,40.73063,-74.00654,3910000,3910000,1627000,1861000,1809000,22
1011960142,40.78357,-73.9718,1620000,1110000,1665000,2286000,2301000,17
1021340150,40.83566,-73.94724,701000,667000,669000,595000,714000,19
1021340153,40.83558,-73.94706,918000,870000,949000,963000,1040000,19
1021340155,40.83553,-73.94694,918000,870000,952000,968000,1052000,19
1021340154,40.83556,-73.947,918000,870000,873000,890000,1068000,19
1021340157,40.83549,-73.94682,918000,870000,950000,927000,1112000,19
1021340156,40.83551,-73.94688,918000,870000,950000,927000,1112000,19
1009200021,40.74843,-73.97441,1280000,1920000,2251000,2499000,2440000,10
1009200023,40.74838,-73.97428,1240000,1060000,1590000,2048000,2000000,10
1009200024,40.74835,-73.97421,1110000,852000,1241000,1861500,2000000,10
1009200025,40.74834,-73.97412,1450000,1490000,1546000,1834000,1855000,10
1009200026,40.7483,-73.97404,1450000,1490000,1582000,1834000,1859000,10
1009200027,40.74827,-73.97395,1450000,1490000,1597000,1834000,1855000,10
1009130013,40.74415,-73.97783,1290000,1330000,1267000,1204000,1288000,11
1009130012,40.74419,-73.97791,1300000,1330000,1295000,1287000,1380000,11
1009130011,40.74422,-73.97799,1050000,1070000,1132000,1182000,1291000,11
1009130014,40.74408,-73.97768,4380000,7640000,5151000,5786000,5796000,11
1013240129,40.75552,-73.96863,4880000,6240000,4772000,5926000,4741000,10
1016830005,40.79373,-73.93948,758000,688000,588000,882000,919000,26
1016830004,40.794,-73.93966,778000,697000,786000,769000,668000,26
1018890128,40.79863,-73.97182,1810000,1700000,1397000,1266000,1519000,17
1016830002,40.79388,-73.93975,741000,663000,749000,732000,636000,26
1016830001,40.7938,-73.93975,987000,889000,920000,900000,782000,26
1005190055,40.72718,-74.00408,3620000,4160000,6240000,7488000,7763000,20
1018630049,40.80168,-73.9632,1950000,548000,520000,572000,858000,24
1005190056,40.7272,-74.00416,1150000,1430000,1440000,1136000,1152000,20
1005190051,40.72716,-74.00379,2150000,2600000,2689000,2923000,2965000,20
1018630048,40.80158,-73.96297,827000,844000,928000,1001000,998000,24
1020530033,40.82552,-73.94282,2820000,3500000,3518000,3963000,4282000,3
1007590067,40.75404,-73.99443,1580000,1180000,1298000,1400000,1486000,21
1018950023,40.80605,-73.96582,9820000,10200000,11614000,13097000,13538000,24
1004730051,40.72058,-73.99952,7740000,9770000,11786000,9809000,9884000,20
1018950025,40.80617,-73.96607,2350000,2320000,2083000,2096000,2108000,24
1011980011,40.78492,-73.97203,1520000,1040000,1560000,2144000,2158000,17
1008580032,40.74373,-73.98449,3570000,3600000,4711000,4711000,4580000,9
1015060065,40.78679,-73.95575,9430000,9790000,10206000,10311000,10384000,12
1015060062,40.78666,-73.9554,4930000,6000000,8000000,9600000,10326000,12
1003870157,40.72365,-73.98101,2570000,2430000,2673000,3850000,4105000,15
1015230001,40.78524,-73.95285,31300000,31400000,34249000,30712000,34576000,12
1015230008,40.78506,-73.9526,4140000,4170000,4218000,4261000,4232000,12
1015230009,40.78503,-73.95255,4140000,4170000,4526000,4620000,4431000,12
1005900038,40.73178,-74.002,1100000,1320000,1407000,1648000,1736000,22
1005900032,40.73184,-74.00141,3100000,3200000,3520000,4338000,4213000,22
1005900033,40.7318,-74.00151,1690000,1620000,1956000,1872000,1956000,22
1005900031,40.73195,-74.00153,1660000,1630000,2400000,2235000,2172000,22
1005900037,40.73165,-74.00182,2310000,1570000,2355000,3532500,3465000,22
1005900034,40.73168,-74.00173,8780000,4100000,4354000,4430000,4351000,22
1014710045,40.77066,-73.9533,24600000,24700000,23980000,28132000,28786000,13
1014710041,40.77051,-73.95299,1760000,2030000,2151000,2030000,2087000,13
1020730145,40.82366,-73.95032,1330000,1530000,1301000,1487000,1422000,3
1021680015,40.85363,-73.93097,2470000,2670000,2792000,3325000,2563000,7
1021680011,40.85375,-73.93122,412000,362000,395000,319000,409000,7
1006190012,40.73369,-74.00587,4410000,4450000,5710000,6468000,6794000,22
1003920016,40.72634,-73.9791,963000,972000,1458000,1403000,1537000,15
1020240151,40.8184,-73.94365,892000,1030000,1431000,1547000,1315000,14
1009110008,40.74311,-73.9792,8090000,8150000,8588000,12390000,13244000,11
1009110001,40.74326,-73.97952,6570000,6700000,7236000,7462000,7808000,11
1010580005,40.76336,-73.99208,1670000,1370000,2055000,2954000,2980000,1
1010580004,40.76359,-73.99221,1620000,1710000,1881000,2069000,3104000,1
1010580006,40.76333,-73.992,1700000,1590000,2385000,3015000,3041000,1
1010580003,40.76353,-73.99228,2680000,4060000,4040000,4040000,1542000,1
1010580002,40.76347,-73.99232,915000,1010000,1103000,1492000,1556000,1
1010580009,40.76323,-73.99176,911000,748000,905000,1357500,1629000,1
1010580008,40.76328,-73.99183,1050000,1130000,1333000,1351000,1300000,1
1012300029,40.78533,-73.97714,3160000,4500000,4543000,2866000,2884000,17
1015520040,40.77979,-73.94885,1690000,1640000,1755000,1697000,1717000,8
1015520041,40.77986,-73.94901,3720000,4000000,4843000,4778000,4850000,8
1015520046,40.77999,-73.94932,2400000,3450000,3951000,3206000,3250000,8
1015520047,40.78002,-73.9494,1370000,1480000,1584000,1248000,1365000,8
1015520044,40.77993,-73.94916,981000,1190000,1370000,1325000,1369000,8
1015520045,40.77996,-73.94924,794000,833000,1249000,1227000,1260000,8
1015520048,40.78006,-73.94948,953000,900000,990000,1089000,1420000,8
1011670104,40.7817,-73.98243,2860000,2900000,3190000,4785000,6224000,17
1016440031,40.79844,-73.94047,1050000,1050000,573000,560000,486000,26
1016440033,40.79823,-73.94017,1670000,3360000,2878000,1573000,1366000,26
1016440035,40.79835,-73.94008,1410000,1410000,843000,825000,716000,26
1016440034,40.79829,-73.9401,1260000,1260000,755000,738000,641000,26
1016440036,40.7984,-73.94005,1460000,1460000,873000,854000,741000,26
1010740032,40.76195,-73.99414,793000,800000,852000,959000,1030000,1
1010740030,40.76184,-73.99425,2460000,3740000,3925000,3457000,3487000,1
1010740031,40.76189,-73.99418,850000,893000,1050000,1238000,1335000,1
1015250035,40.77425,-73.95564,624000,785000,863000,1294000,1941000,8
1015250034,40.77421,-73.95556,1320000,1100000,1210000,1086000,1124000,8
1015250036,40.77435,-73.95587,14000000,14100000,16703000,15631000,15761000,8
1015250031,40.77415,-73.95535,2120000,2080000,2490000,2645000,2996000,8
1015250030,40.77408,-73.95528,4910000,4950000,4965000,5008000,5047000,8
1015250033,40.77418,-73.95548,1330000,1270000,1340000,1240000,1334000,8
1012100054,40.78326,-73.97697,1710000,1170000,1755000,2408000,2424000,17
1012100055,40.78331,-73.97714,1970000,1940000,2134000,2327000,2643000,17
1012100050,40.78312,-73.97665,1540000,1050000,1575000,2168000,2182000,17
1012100051,40.78315,-73.97672,2280000,2110000,2287000,2299000,2314000,17
1012100052,40.78318,-73.97678,1620000,1100000,1650000,2273000,2288000,17
1005370029,40.72867,-73.99874,9180000,9180000,3483000,3984000,3187000,22
1012100058,40.78342,-73.97735,4980000,4890000,5379000,6729000,6941000,17
1004680023,40.73197,-73.98674,2390000,2560000,2624000,2693000,2904000,0
1019400039,40.81539,-73.9445,765000,737000,789000,838000,908000,14
1011290008,40.77984,-73.97601,2620000,2570000,2853000,2513000,2535000,17
1013860006,40.77164,-73.96671,11600000,11700000,12400000,14328000,14475000,12
1014140011,40.76133,-73.96546,6460000,6520000,6540000,6597000,6648000,13
1013860001,40.77181,-73.9671,24400000,24600000,36900000,36410000,36960000,12
1013490014,40.75819,-73.9642,52900000,53200000,62212000,53901000,55778000,10
1011290001,40.78009,-73.97655,6340000,6640000,7862000,8373000,8672000,17
1011290002,40.78003,-73.97647,1350000,1140000,1710000,1698000,1713000,17
1011290005,40.77995,-73.97627,9900000,8420000,12630000,15156000,15835000,17
1011290006,40.77994,-73.9762,2050000,2370000,3048000,2685000,2708000,17
1011290007,40.77987,-73.97607,1520000,999000,1498000,2247000,2422000,17
1005740023,40.73458,-73.99679,5180000,5230000,5992000,6542000,6987000,22
1013980008,40.76525,-73.96703,2600000,2880000,2991000,2568000,2858000,12
1005740020,40.73468,-73.99698,5850000,5900000,7962000,7849000,8728000,22
1005740027,40.73447,-73.99651,6590000,6650000,6670000,6728000,6780000,22
1005740026,40.73447,-73.9966,1370000,1170000,1755000,2490000,1992000,22
1005740025,40.73449,-73.99667,4430000,4430000,1844000,2109000,1687000,22
1005740024,40.73455,-73.99672,5390000,5440000,6448000,6956000,7504000,22
1002010010,40.71634,-73.99781,1600000,1310000,761000,837000,1116000,4
1005740029,40.73439,-73.99638,6540000,7520000,7543000,9052000,9121000,22
1005740028,40.73445,-73.99643,5430000,5480000,6562000,7098000,7688000,22
1013980006,40.76529,-73.96716,5430000,5660000,7087000,6199000,6934000,12
1002010014,40.71648,-73.99759,2890000,2790000,3069000,3376000,4428000,4
1005370026,40.72879,-73.99868,6950000,6990000,7364000,7633000,7662000,22
1013490041,40.75867,-73.9645,13400000,13400000,13462000,17347000,17367000,10
1020500079,40.82255,-73.94695,1050000,1210000,1695000,1746000,1484000,3
1015500052,40.77878,-73.95073,3690000,2370000,3555000,2821000,2859000,8
1020500070,40.82308,-73.94653,972000,1120000,1388000,1262000,1083000,3
1012270026,40.78369,-73.97886,975000,939000,1408000,1900000,1912000,17
1004460034,40.72552,-73.98718,1380000,1370000,1680000,1838000,2016000,0
1017090013,40.79506,-73.93465,2100000,754000,858000,735000,802000,26
1017090010,40.79513,-73.93489,2100000,652000,409000,378000,410000,26
1017090015,40.79496,-73.93453,3172000,3172000,3125000,2666000,2605000,26
1012030024,40.78776,-73.96866,1280000,1160000,1273000,1909500,2291000,17
1008970075,40.73492,-73.98558,3950000,4200000,5203000,5544000,6107000,2
1015020147,40.78363,-73.95601,5270000,5310000,7965000,8204000,8815000,12
1015020148,40.78368,-73.9561,3560000,3590000,5385000,5578000,6085000,12
1015020149,40.78372,-73.95621,5590000,5640000,8460000,8714000,9624000,12
1009390048,40.74406,-73.97491,639000,664000,730000,881000,1322000,11
1009390049,40.74411,-73.97498,2100000,2570000,2629000,2761000,2831000,11
1009390044,40.74396,-73.97463,1910000,2160000,2670000,2226000,2382000,11
1009390047,40.74404,-73.97481,1910000,2160000,2658000,2224000,2378000,11
1015060162,40.78668,-73.95545,4630000,6000000,9000000,10800000,9910000,12
1021800025,40.85258,-73.93736,1700000,1420000,1562000,1718000,2029000,7
1015060160,40.78659,-73.95524,8170000,8250000,12375000,12308000,10923000,12
1021800020,40.85132,-73.93737,2600000,2720000,2615000,3155000,3345000,7
1003760004,40.72367,-73.97886,3660000,3000000,3094000,1922000,2105000,15
1003760007,40.72385,-73.9787,3080000,3220000,3328000,4317000,5166000,15
1021800023,40.85228,-73.93744,2250000,2240000,2377000,2672000,3000000,7
1003760009,40.72375,-73.97854,1010000,1250000,1334000,1373000,680000,15
1021800028,40.85308,-73.9372,3640000,3440000,4867000,3839000,3938000,7
1022420065,40.86824,-73.92124,1210000,1000000,1100000,1092000,1390000,27
1022420067,40.86839,-73.92134,1150000,1130000,1306000,1550000,1881000,27
1007380061,40.74096,-74.00362,3350000,3380000,3837000,4595000,5514000,21
1007380063,40.741,-74.00374,1780000,3950000,3905000,2053000,2002000,21
1007380062,40.74096,-74.00368,615000,533000,799000,1198500,1438000,21
1007380065,40.74106,-74.00385,5730000,4900000,4165000,4998000,5221000,21
1016020069,40.78826,-73.95504,21200000,21300000,21374000,21865000,21972000,16
1007380067,40.74111,-74.00397,3380000,3380000,1298000,1611000,1571000,21
1007380066,40.74106,-74.00393,919000,796000,1194000,1791000,2149000,21
1016020066,40.78813,-73.95476,1690000,1720000,2025000,2060000,2158000,16
1014350027,40.76069,-73.96154,1900000,2530000,2944000,2953000,3026000,13
1016020060,40.78801,-73.95446,11600000,11600000,17400000,17191000,17403000,16
1010560051,40.7621,-73.99201,2440000,3800000,4913000,4327000,4365000,1
1010560052,40.76214,-73.99211,5070000,5340000,5341000,5876000,6802000,1
