bble,lat,lng,2010,2011,2012,2013,2014,neighborhood
1015560015,40.78193,-73.94708,2500000,3610000,4123000,3346000,3392000,8
1015560014,40.78196,-73.94716,2500000,3610000,4123000,3346000,3392000,8
1015560017,40.78179,-73.94676,12000000,12000000,8558000,6286000,6356000,8
1021250040,40.84059,-73.93712,554000,527000,529000,545000,654000,19
1021580041,40.85391,-73.92965,939000,794000,873000,850000,966000,7
1021580040,40.854,-73.92992,2080000,2170000,2387000,2779000,3027000,7
1021580043,40.85384,-73.9295,480000,284000,312000,343000,515000,7
1021580045,40.85377,-73.92934,377000,349000,384000,422000,633000,7
1015210024,40.7833,-73.95221,5440000,5440000,2057000,1670000,1693000,12
1021580047,40.85365,-73.9291,1240000,689000,693000,542000,669000,7
1021250042,40.84049,-73.93685,451000,357000,381000,419000,629000,19
1006260007,40.73865,-74.00627,2650000,2670000,3031000,3122000,3608000,22
1004380018,40.72872,-73.98302,1535000,1540000,2090000,1862000,1925000,0
1004360060,40.72768,-73.98501,2390000,3730000,3981000,2723000,3268000,0
1015210028,40.78315,-73.95191,2640000,2810000,2618000,2831000,3048000,12
1015210029,40.7831,-73.95177,2610000,2910000,3696000,3041000,3186000,12
1013480035,40.75786,-73.96438,1740000,1340000,1567000,1946000,1557000,10
1004540042,40.73037,-73.98362,4080000,4080000,1566000,1379000,1655000,0
1005170041,40.72647,-74.00188,2200000,2180000,2724000,2619000,2746000,20
1005170043,40.72658,-74.00208,4000000,3460000,3003000,3303000,4413000,20
1004540046,40.73032,-73.98386,2380000,3570000,3903000,2273000,2728000,0
1004540047,40.73042,-73.98395,4440000,5100000,4945000,4646000,5027000,0
1004540044,40.73028,-73.98369,3640000,3640000,1394000,1228000,1474000,0
1004540045,40.73023,-73.98373,4960000,4960000,4083000,1676000,2011000,0
1013990009,40.76582,-73.9665,1680000,1830000,1509000,2263500,2716000,12
1013990008,40.76586,-73.96656,8940000,9020000,9047000,9379000,10571000,12
1018460028,40.80152,-73.95903,2060000,2470000,2005000,2005000,1681000,25
1013990003,40.76603,-73.96694,9270000,9340000,9990000,10290000,12274000,12
1018460027,40.80162,-73.95895,729000,583000,641000,641000,914000,25
1013990001,40.76613,-73.96713,13800000,25000000,27564000,23429000,28115000,12
1013990006,40.76593,-73.96675,7400000,7460000,7482000,7547000,7605000,12
1013990005,40.76598,-73.9668,2160000,2960000,3021000,3269000,3713000,12
1013990004,40.76601,-73.96686,10500000,10700000,11305000,11644000,13273000,12
1022150721,40.87527,-73.91063,918000,869000,1178000,1221000,1038000,27
1015640025,40.77502,-73.94815,1490000,1130000,1695000,2542500,2757000,8
1022150250,40.87722,-73.91178,215000,205000,206000,212000,254000,27
1011840007,40.78028,-73.98494,8330000,8620000,9545000,8878000,9018000,18
1011840006,40.78033,-73.98507,1290000,1430000,1616000,1618000,1679000,18
1007960022,40.74172,-73.99523,6270000,6330000,6349000,6404000,6453000,21
1004380015,40.72887,-73.98321,1400000,1590000,1785000,1623000,1677000,0
1011840001,40.78061,-73.98525,17400000,17500000,17553000,14920000,14272000,18
1020670163,40.82994,-73.94389,528000,607000,609000,614000,619000,3
1009190058,40.74855,-73.97549,4980000,4980000,1737000,2157000,2106000,11
1020780015,40.82671,-73.94849,871000,843000,927000,1000000,1045000,3
1020780011,40.82681,-73.94873,974000,988000,1057000,1008000,1201000,3
1013920070,40.77596,-73.96409,18200000,18200000,25805000,25805000,21274000,12
1014940013,40.77865,-73.961,15500000,15600000,15647000,15783000,15905000,12
1014940010,40.77873,-73.96124,3130000,3580000,4096000,3325000,3370000,12
1014940011,40.77871,-73.96116,12700000,12800000,20000000,20600000,24380000,12
1014940014,40.7786,-73.96093,15700000,15800000,23700000,24411000,29245000,12
1014940015,40.77867,-73.96067,26300000,29400000,33070000,33086000,34198000,12
1021420090,40.84474,-73.94035,1300000,1170000,1232000,1355000,1993000,19
1021420097,40.84446,-73.93973,1020000,887000,912000,856000,911000,19
1021420095,40.84456,-73.93996,1310000,1820000,1887000,1913000,1916000,19
1014520003,40.77211,-73.95559,2230000,2990000,2112000,2622000,2595000,13
1014520006,40.7719,-73.95517,7920000,7770000,8491000,8709000,8877000,13
1014520005,40.772,-73.95541,3670000,3850000,4841000,4261000,4406000,13
1014520004,40.77217,-73.95558,4580000,4580000,1758000,2183000,2161000,13
1017550043,40.809,-73.93708,79500,112000,123000,178000,192000,14
1004440020,40.72507,-73.98907,651000,468000,702000,1013000,1216000,0
1017550044,40.80904,-73.93719,598000,800000,1262000,631000,556000,14
1013250035,40.75627,-73.96849,1690000,1550000,1565000,1721000,1975000,10
1018880001,40.79727,-73.97334,3620000,3540000,3485000,3455000,4019000,17
1018880007,40.79711,-73.97304,1630000,1420000,1562000,1718000,2462000,17
1018870022,40.7959,-73.97312,9920000,8530000,9213000,9563000,10939000,17
1008990001,40.73593,-73.98479,54100000,53500000,55083000,56361000,56551000,2
1008990008,40.73555,-73.98421,16100000,16600000,16800000,20563000,21109000,2
1019030004,40.80444,-73.95087,1470000,1690000,2535000,2163000,2180000,25
1019030005,40.80442,-73.95082,1470000,1690000,2534000,2154000,1867000,25
1019030006,40.80439,-73.95077,1340000,1540000,2112000,2175000,1890000,25
1019030007,40.80437,-73.9507,1470000,1690000,2535000,2155000,1869000,25
1019030008,40.80435,-73.95065,1470000,1690000,2534000,2154000,1867000,25
1019030009,40.80432,-73.9506,1200000,1200000,449000,355000,355000,25
1004690049,40.73231,-73.98653,3006000,5100000,5457000,4929000,5223000,0
1004690046,40.73223,-73.98625,3530000,3650000,4503000,3862000,3983000,0
1004690047,40.73228,-73.98636,3530000,3650000,4542000,4542000,4891000,0
1004690044,40.73219,-73.98615,3530000,3650000,4503000,3829000,3946000,0
1004690042,40.73212,-73.98599,1450000,1480000,1517000,1745000,1891000,0
1004690043,40.73215,-73.98608,3530000,3650000,4447000,2695000,2853000,0
1004690040,40.73208,-73.98588,2610000,2720000,2515000,2561000,2773000,0
1018900012,40.79947,-73.97088,3810000,4380000,5095000,4506000,5230000,17
1018900010,40.79952,-73.97101,4080000,4690000,4189000,3941000,4000000,17
1018900011,40.79948,-73.97095,3830000,4400000,5144000,4538000,4298000,17
1018900015,40.79939,-73.97062,9450000,9890000,10062000,10995000,11569000,17
1015280120,40.77557,-73.95389,1710000,6750000,6770000,6829000,6882000,8
1015280127,40.77597,-73.95365,4310000,4350000,4150000,3529000,4084000,8
1018590015,40.79875,-73.96519,1530000,1500000,2250000,3375000,4129000,17
1017540155,40.80875,-73.93875,1340000,1540000,1309000,850000,752000,14
1015280128,40.77599,-73.95371,3760000,3200000,3165000,3375000,3637000,8
1012110038,40.78335,-73.97525,1920000,1310000,1965000,2703000,2720000,17
1015270043,40.77582,-73.95541,3650000,3670000,4063000,3759000,3918000,8
1012110037,40.78336,-73.97516,855000,701000,1051000,1130000,1137000,17
1004760023,40.72368,-74.004,3560000,7870000,7092000,6247000,6332000,20
1001870006,40.71959,-74.00963,5920000,7590000,11222000,6424000,7037000,20
1001870005,40.71956,-74.00951,2510000,2680000,4020000,2396000,2625000,20
1001870002,40.71956,-74.00933,4360000,5910000,7528000,4309000,4720000,20
1004940006,40.72259,-73.99577,2700000,1540000,556000,612000,918000,20
1004940004,40.72245,-73.99581,987000,1040000,1353000,1568000,1591000,20
1004940005,40.72252,-73.99579,1460000,1560000,1666000,1921000,2018000,20
1004050017,40.72846,-73.98039,3270000,3470000,3811000,3650000,4145000,0
1004050016,40.72851,-73.98051,3020000,3250000,3170000,3264000,3303000,0
1004050015,40.72854,-73.98059,1000000,1050000,1207000,1206000,1276000,0
1004940009,40.72279,-73.99571,1470000,2530000,1770000,1564000,1693000,20
1004050013,40.72861,-73.98075,1040000,1100000,1279000,1330000,1403000,0
1004050012,40.72866,-73.98084,2250000,2410000,2275000,2420000,2580000,0
1004050010,40.72871,-73.98096,2150000,2310000,2108000,2336000,2422000,0
1021770128,40.85048,-73.94013,609000,606000,568000,494000,560000,19
1021770122,40.85087,-73.94014,978000,1030000,1284000,1142000,1190000,19
1021770126,40.85053,-73.94033,800000,1610000,785000,683000,769000,19
1021770124,40.85073,-73.94019,1090000,1030000,1284000,1226000,1272000,19
1011650053,40.78046,-73.98256,1770000,3330000,2293000,2020000,2038000,18
1011650052,40.78047,-73.98247,1270000,806000,1209000,1813500,1997000,18
1011650056,40.78063,-73.98287,4130000,4570000,4873000,4621000,4935000,18
1011650055,40.78059,-73.98272,7660000,7730000,6571000,6166000,5607000,18
1011650054,40.78056,-73.98265,1120000,3000000,6000000,6000000,6726000,18
1011650059,40.78069,-73.983,1420000,1100000,1650000,1859000,1875000,18
1013690016,40.75787,-73.96123,10300000,10700000,11124000,11124000,11671000,10
1013690012,40.75801,-73.96157,12500000,12500000,13072000,13072000,11466000,10
1021190036,40.83529,-73.94081,6700000,6400000,7383000,9814000,9866000,19
1013690019,40.75778,-73.961,12700000,12800000,12878000,14381000,14106000,10
1002770029,40.71277,-73.99507,540000,542000,519000,499000,566000,4
1013510027,40.75945,-73.96247,1550000,1900000,2004000,1911000,2031000,10
1014040012,40.76885,-73.96395,7340000,7340000,2818000,3499000,3463000,12
1011850015,40.78221,-73.98355,1680000,1460000,2190000,2194000,2213000,17
1013510026,40.75937,-73.96247,2490000,4320000,2637000,3275000,2620000,10
1008940019,40.74921,-73.97799,1210000,2910000,2736000,2685000,2621000,11
1006210041,40.73523,-74.00471,2150000,4400000,3501000,4005000,3892000,22
1013510021,40.75937,-73.96288,1890000,1380000,2070000,3105000,2484000,10
1013510020,40.75943,-73.96301,1890000,2610000,2543000,3158000,2526000,10
1016430027,40.79785,-73.94139,216000,196000,294000,302000,262000,26
1013510022,40.75935,-73.96282,1890000,1380000,2070000,3105000,2484000,10
1008940018,40.74917,-73.97801,2210000,2590000,2705000,3038000,2966000,11
1006210046,40.73525,-74.00427,4910000,5450000,6847000,7181000,7930000,22
1006210047,40.73526,-74.0042,5170000,5220000,5236000,6283000,7398000,22
1012160013,40.78666,-73.97422,1940000,1790000,1939000,1950000,1962000,17
1015130045,40.77832,-73.95545,1270000,1340000,1306000,1475000,1540000,12
1015130044,40.77829,-73.95537,1280000,1340000,1339000,1382000,1445000,12
1015130043,40.77825,-73.95529,1690000,1980000,2019000,2161000,2277000,12
1015130042,40.77822,-73.95521,1100000,1140000,1361000,1056000,1132000,12
1015130041,40.77818,-73.95513,1150000,1410000,1301000,1458000,1528000,12
1002270001,40.72164,-74.00459,2760000,2760000,3866000,1933000,1701000,20
1015130049,40.77848,-73.95574,8580000,8650000,8676000,8751000,8818000,12
1008890028,40.74563,-73.97948,6890000,5860000,5878000,4996000,5034000,11
1012460023,40.78812,-73.97964,5710000,5750000,4888000,4193000,3814000,17
1002100026,40.71978,-74.00301,3900000,4110000,4232000,6348000,7825000,20
1015240106,40.78577,-73.95228,4480000,4520000,4930000,4764000,4350000,12
1021310050,40.84383,-73.93441,772000,722000,773000,793000,847000,19
1008890022,40.74577,-73.97977,11500000,13700000,15537000,16079000,17196000,11
1022280037,40.86686,-73.91786,1040000,1230000,1112000,1090000,1225000,27
1006240049,40.73726,-74.00397,1750000,2110000,2340000,2260000,2311000,22
1006240048,40.73739,-74.00397,2000000,2160000,2451000,2396000,2507000,22
1006240044,40.73733,-74.00419,1450000,1380000,1234000,1249000,1403000,22
1006240047,40.7374,-74.00407,1150000,696000,1044000,1566000,1734000,22
1003530049,40.71873,-73.98694,1660000,1740000,2610000,3141000,3326000,15
1006240041,40.7373,-74.0044,5160000,5880000,6140000,6588000,6611000,22
1011460126,40.77916,-73.97834,1800000,1380000,2070000,2346000,2367000,17
1015180039,40.78138,-73.95251,3800000,3750000,4062000,4035000,4308000,12
1015180038,40.78126,-73.95252,1770000,2170000,2363000,1521000,1510000,12
1015180037,40.78119,-73.95257,1500000,1940000,2178000,1894000,1941000,12
1015180036,40.78113,-73.95261,1590000,1580000,1929000,1455000,1560000,12
1015180031,40.78117,-73.95305,7620000,7750000,7983000,6935000,7080000,12
1015180030,40.78124,-73.9532,1300000,1550000,2072000,1753000,1799000,12
1015180033,40.78103,-73.95277,12900000,13000000,14300000,15650000,16612000,12
1020660019,40.8285,-73.94319,420000,436000,508000,525000,558000,3
1004480013,40.72743,-73.98734,1760000,3210000,2843000,2505000,3006000,0
1013680024,40.75701,-73.96148,22400000,22600000,23322000,26916000,26698000,10
1014160043,40.76302,-73.96468,5830000,5890000,5639000,6335000,6173000,13
1014160042,40.763,-73.96462,5910000,5970000,8511000,7234000,6438000,13
1014160041,40.76297,-73.96456,5300000,5350000,5366000,6218000,6710000,13
1014160040,40.7629,-73.96445,7970000,8030000,8529000,8991000,9979000,13
1006150041,40.73722,-74.00231,7030000,7030000,2660000,3043000,2958000,22
1020500148,40.82414,-73.94566,494000,489000,423000,334000,334000,3
1020500147,40.82422,-73.9458,1120000,1120000,417000,330000,329000,3
1012260037,40.79287,-73.96824,3000000,3470000,3776000,3527000,3630000,17
1019880088,40.81977,-73.95362,642000,599000,666000,449000,534000,23
1021630025,40.849,-73.93658,664000,2860000,2890000,2990000,3044000,19
1005030043,40.72529,-74.00292,5450000,6270000,6289000,6344000,6393000,20
1005030041,40.72518,-74.00285,1440000,1450000,1784000,1931000,2036000,20
1012260039,40.79292,-73.96835,1400000,1010000,1290000,1332000,1388000,17
1005030045,40.72533,-74.00311,2440000,3310000,3221000,3496000,3651000,20
1006150044,40.73717,-74.00255,1880000,2140000,2540000,2906000,9938000,22
1006150047,40.73714,-74.00278,1600000,1330000,1985000,2270000,2207000,22
1013880049,40.77275,-73.96419,5930000,5770000,5440000,2845000,2816000,12
1001430017,40.71768,-74.01028,3080000,4880000,3758000,2941000,3222000,20
1005080052,40.72311,-73.99463,3780000,16600000,6763000,4087000,4142000,20
1019880083,40.81993,-73.954,1250000,1000000,1236000,1231000,1202000,23
1021800166,40.85353,-73.93605,2310000,2830000,2887000,2766000,2583000,7
1021340090,40.83415,-73.94568,2160000,2750000,3266000,3180000,3474000,19
1021340095,40.83384,-73.94573,2260000,2260000,2679000,4018000,4869000,19
1021800160,40.85308,-73.93615,3170000,2730000,2817000,3099000,3533000,7
1001640028,40.71534,-73.99908,2370000,2640000,3051000,2304000,2342000,4
1001640029,40.71523,-73.99898,1630000,2230000,1945000,2224000,2395000,4
1001640021,40.71562,-73.99894,899000,2570000,1158000,1257000,1130000,4
1001640022,40.7156,-73.99887,389000,471000,448000,501000,603000,4
1001640025,40.71547,-73.99878,3270000,3270000,2676000,1398000,1529000,4
1001640026,40.71539,-73.99888,3060000,3140000,3360000,2522000,2487000,4
1007530013,40.75005,-73.99756,1310000,2130000,2533000,3145000,3066000,21
1014130014,40.77458,-73.95962,5190000,5240000,5911000,7093000,8512000,12
1014130011,40.77466,-73.95987,6640000,6700000,7111000,6732000,7012500,12
1014130013,40.7746,-73.95968,5190000,5240000,7231000,8198000,9101000,12
1014130012,40.77462,-73.95974,6050000,6100000,6118000,6171000,6219000,12
1012390059,40.79225,-73.9747,1820000,1610000,1771000,2476000,2806000,17
1012390058,40.7922,-73.97459,2230000,2280000,3420000,3149000,3296000,17
1006400021,40.73714,-74.00847,15300000,16300000,18720000,15990000,15616000,22
1004220053,40.723,-73.98981,1000000,1450000,1218000,1320000,1444000,4
1004220056,40.72283,-73.98977,738000,572000,629000,692000,864000,4
1004220057,40.72276,-73.98986,3350000,5990000,3398000,3683000,4027000,4
1001750004,40.71808,-74.00439,2800000,5130000,6515000,3257500,3909000,20
1001750005,40.71811,-74.00446,6700000,6700000,4613000,1910000,2292000,20
1001750001,40.71795,-74.00412,5770000,6990000,5709000,4465000,5309000,20
1001750003,40.71804,-74.00431,4070000,3280000,4647000,2323500,2788000,20
1007620005,40.75612,-73.99393,1020000,823000,905000,995000,1493000,1
1010540104,40.76091,-73.99396,2200000,3000000,4500000,4635000,4670000,1
1016150057,40.79607,-73.94804,1880000,3710000,3182000,2107000,1686000,16
1005290027,40.72597,-73.99333,8650000,8690000,9091000,10004000,10085000,22
1015090129,40.77543,-73.95739,4970000,5010000,5205000,4561000,4719000,12
1009040040,40.7389,-73.98183,11700000,11600000,12499000,12545000,12848000,2
1009040043,40.73903,-73.98214,7740000,8340000,10222000,10396000,11135000,2
1015230169,40.78553,-73.95269,4040000,4080000,4816000,4094000,3675000,12
1015230168,40.78551,-73.95264,4040000,4080000,4845000,4118000,3681000,12
1015230160,40.78523,-73.95199,4600000,4640000,5728000,5086000,4470000,12
1015230162,40.78529,-73.95217,5370000,5420000,6384000,5571000,5290000,12
1015230165,40.7854,-73.9524,5600000,5650000,7017000,6132000,5964000,12
1015030066,40.78489,-73.95708,7980000,8050000,12075000,10736000,11179000,12
1015030067,40.78492,-73.95713,2000000,2170000,2482000,2014000,2042000,12
1015030064,40.78484,-73.95695,1410000,1080000,1620000,1892000,1918000,12
1015030065,40.78487,-73.95701,1660000,1910000,2742000,2225000,2256000,12
1007670067,40.74177,-74.00006,1050000,1070000,1164000,1244000,1370000,21
1015030069,40.78502,-73.95746,19900000,19900000,21178000,21375000,21618000,12
1004460028,40.72584,-73.98726,2020000,2560000,2739000,2155000,2187000,0
1004460025,40.72597,-73.98747,1160000,1210000,1069000,1189000,1234000,0
1004890030,40.72459,-74.00315,1210000,1730000,2120000,2392000,2409000,20
1004890033,40.72442,-74.0033,1760000,1780000,2289000,2218000,2205000,20
1004460026,40.72591,-73.98741,2370000,2260000,2492000,2482000,2621000,0
1004890035,40.72428,-74.00339,2830000,3020000,2205000,2185700,2087000,20
1004890037,40.7241,-74.00354,2360000,2470000,2671000,2805000,2799000,20
1004890036,40.7242,-74.00347,1660000,1450000,1672000,1889000,2056000,20
1021700252,40.85692,-73.92903,1310000,1150000,1265000,1302000,1510000,7
1021700251,40.857,-73.92861,2220000,2370000,2231000,2208000,2635000,7
1021700256,40.8569,-73.92947,1340000,1180000,1298000,1070000,1444000,7
1014710121,40.76976,-73.95219,1360000,1050000,1575000,2362500,2572000,13
1005860057,40.73117,-74.00356,2880000,3200000,3950000,4456000,4756000,22
1005860056,40.73112,-74.00368,1480000,1640000,1804000,1935000,1954000,22
1014710128,40.7701,-73.95194,1170000,1170000,1174000,1225000,1285000,13
1005860059,40.73125,-74.00346,2750000,2780000,4170000,5004000,4859000,22
1015670042,40.77774,-73.94784,1160000,1240000,915000,871000,917000,8
1007430057,40.74374,-74.00101,993000,1080000,1207000,1047000,1098000,21
1005430048,40.73114,-74.00029,2960000,3090000,3496000,3911000,3667000,22
1005430047,40.73119,-74.00042,3060000,2930000,4154000,3942000,4166000,22
1015670046,40.77791,-73.94829,1300000,1010000,1515000,2213000,2243000,8
1005430045,40.73124,-74.00052,3220000,3580000,3985000,3944000,4123000,22
1015670047,40.77785,-73.94833,2920000,3610000,2726000,2213000,2243000,8
1005430044,40.73125,-74.00062,3020000,4610000,4026000,4606000,3685000,22
1019440024,40.80552,-73.95534,954000,842000,846000,846000,1269000,25
1015300039,40.77757,-73.95369,1130000,1470000,1679000,1679000,1576000,8
1015300038,40.77754,-73.95361,1080000,1260000,1434000,1097000,1163000,8
1015300037,40.77751,-73.95353,997000,1320000,1639000,1223000,1273000,8
1015300036,40.77747,-73.95345,1570000,1520000,1530000,1791000,1723000,8
1015300035,40.77744,-73.95337,1720000,1710000,2129000,2164000,2219000,8
1015670045,40.77797,-73.94824,2950000,676000,1846000,2466000,2499000,8
1015940007,40.7981,-73.95146,5220000,5070000,5425000,5411000,5262000,25
1020800062,40.82853,-73.94844,399000,437000,655000,849000,874000,3
1015210013,40.78363,-73.95312,4660000,4710000,4487000,4329000,4714000,12
1015210012,40.78368,-73.95317,8840000,10200000,10812000,11569000,9834000,12
1015210011,40.78371,-73.95328,2930000,2950000,2961000,2682000,2991000,12
1015210017,40.78357,-73.95282,3140000,3500000,3694000,4838000,4885000,12
1015210016,40.78359,-73.95288,7010000,7360000,1410000,1144000,1160000,12
1015210015,40.78358,-73.95296,3730000,4100000,4495000,5016000,4637000,12
1015210014,40.78361,-73.95307,5120000,5170000,5962000,5774000,5663000,12
1001620017,40.71477,-73.99861,282000,290000,270000,297000,433000,4
1001620016,40.7147,-73.99859,480000,1630000,670000,1005000,1206000,4
1001620015,40.71464,-73.99855,870000,986000,1479000,1330000,1326000,4
1001620014,40.71457,-73.99856,493000,511000,562000,812000,869000,4
1001620013,40.71451,-73.99855,1140000,1020000,945000,1027000,976000,4
1014150005,40.7621,-73.96546,5040000,5040000,3264000,2401000,2377000,13
1014150007,40.76204,-73.9653,2260000,2270000,2497000,2667000,2826000,13
1014150009,40.76199,-73.96517,3670000,3410000,3966000,3471000,3752000,13
1011400046,40.77588,-73.98167,21900000,23300000,25729000,24932000,25400000,18
1001620018,40.71482,-73.99869,1890000,2100000,2297000,3345000,3697000,4
1008850039,40.74297,-73.98091,3490000,3520000,2992000,3082000,3246000,11
1008850030,40.74324,-73.98148,4600000,4600000,1767000,2194000,2142000,11
1008850033,40.74315,-73.98123,3320000,3790000,3960000,3883000,3997000,11
1008850035,40.74309,-73.98113,7050000,7110000,6044000,5137000,5736000,11
1008850037,40.74303,-73.98096,2500000,2520000,2696000,2666000,2759000,11
1008850036,40.74307,-73.98107,5560000,5560000,2133000,2649000,2586000,11
1018700028,40.79575,-73.96979,2250000,2270000,2587000,2854000,2890000,17
1008830019,40.74235,-73.9832,697000,574000,861000,1291500,1550000,2
1020610051,40.82585,-73.94564,1330000,1120000,1278000,1431000,1425000,3
1008830011,40.74256,-73.98367,1830000,1830000,2116000,1965000,1972000,2
1015760023,40.7708,-73.94829,26700000,22100000,22383000,21654000,21540000,8
1005210065,40.72476,-73.99312,1800000,2670000,3034000,3471000,2777000,22
1005210064,40.72468,-73.99312,1800000,2120000,3034000,3471000,2777000,22
1005210066,40.72482,-73.99309,1710000,2530000,2882000,3298000,2638000,22
1022280007,40.86758,-73.919,927000,775000,769000,785000,1081000,27
1005210063,40.72462,-73.99314,8670000,8750000,8776000,8852000,8920000,22
1003770052,40.72352,-73.9771,2030000,2030000,1561000,1561000,1249000,15
1005210069,40.72501,-73.99303,4300000,4340000,6117000,6028000,5124000,22
1009060036,40.73988,-73.98011,1200000,1030000,1545000,2317500,2667000,11
1009060035,40.73985,-73.98004,3490000,3490000,1454000,1663000,1641000,11
1009060034,40.73983,-73.97998,3490000,3490000,1454000,1663000,1641000,11
1009060033,40.7398,-73.97984,813000,4790000,4964000,2483000,2450000,11
1009060031,40.73974,-73.97984,1090000,1350000,1359000,1349000,1419000,11
1009060030,40.73965,-73.9799,3180000,3200000,2989000,2776000,2393000,11
1004000038,40.72359,-73.98259,2470000,2920000,2026000,2229000,2317000,0
1004000039,40.7235,-73.98266,4860000,5050000,7330000,6360000,7634000,0
1016660040,40.79813,-73.9389,1130000,1130000,749000,732000,636000,26
1016660041,40.79817,-73.93899,1750000,2570000,1101000,1101000,1652000,26
1009060039,40.73992,-73.98038,1600000,2080000,2285000,2100000,2167000,11
1009060038,40.73988,-73.98029,1410000,1510000,1771000,1953000,2037000,11
1011970159,40.78478,-73.97269,1090000,748000,1122000,1540000,1549000,17
1021110043,40.83718,-73.93821,676000,740000,853000,1041000,1100000,19
1011970155,40.78464,-73.97236,3120000,3150000,3340000,3114000,3348000,17
1011970157,40.78471,-73.97252,819000,852000,1038000,937000,1166000,17
1021490265,40.85767,-73.9271,1910000,1300000,1367000,1457000,1479000,7
1005220004,40.72565,-73.996,3580000,4530000,6583000,5974000,6150000,22
1011200064,40.77458,-73.9806,4190000,7290000,5233000,4609000,4650000,18
1011200061,40.77454,-73.98045,7880000,8140000,8792000,9579000,10155000,18
1011200060,40.77447,-73.98025,1840000,1600000,2400000,2403000,2424000,18
1013820013,40.76895,-73.96806,4820000,5110000,5737000,5955000,6227000,12
1013470001,40.75737,-73.96636,3150000,4050000,2051000,2547000,2038000,10
1002430056,40.71117,-73.98142,18200000,12600000,18900000,18516000,16203000,15
1012480039,40.78972,-73.97821,444000,582000,873000,1309000,1465000,17
1012070029,40.7901,-73.96634,14500000,15500000,17775000,19405000,19529000,17
1006430062,40.73886,-74.00685,3380000,3400000,3319000,3649000,3348000,22
1006430063,40.73889,-74.00693,6020000,6140000,8806000,9315000,9386000,22
1006430064,40.73889,-74.00701,4830000,4830000,2014000,2304000,2239000,22
1006430065,40.73889,-74.0071,6200000,6260000,6279000,7178000,6908000,22
1006430069,40.7389,-74.00743,2020000,1220000,1830000,2745000,3036000,22
1007430064,40.74391,-74.0014,5020000,5020000,1926000,2391000,2331000,21
1007430063,40.74388,-74.00134,3760000,3790000,3240000,3888000,4609000,21
1007430062,40.74386,-74.00128,4800000,4840000,4855000,4897000,5476000,21
1007430061,40.74384,-74.00123,4270000,4300000,3854000,4625000,5199000,21
1007430060,40.74381,-74.00118,3920000,3950000,3695000,3141000,3769000,21
1014070016,40.77078,-73.96239,26500000,26600000,28413000,32593000,32826000,12
1005580024,40.73264,-73.98838,6330000,8500000,6599000,7550000,6040000,0
1005580027,40.73263,-73.98816,2770000,2770000,1281000,1466000,1173000,0
1005580026,40.73267,-73.98821,4370000,4400000,5891000,6242000,5306000,0
1005580029,40.73254,-73.98806,4220000,4220000,2197000,2513000,2010000,0
1005580028,40.7326,-73.98801,4030000,4870000,4021000,4600000,3680000,0
1020630042,40.82684,-73.94402,1330000,1530000,1535000,1548000,1560000,3
1015290024,40.77632,-73.9532,2790000,3980000,2724000,2211000,2241000,8
1004660023,40.73064,-73.98744,851000,702000,1053000,1538000,1846000,0
1015290025,40.77641,-73.95322,1770000,1650000,2475000,2385000,2418000,8
1020530067,40.82488,-73.94382,1040000,1040000,425000,336000,336000,3
1009050003,40.73962,-73.98221,1420000,2190000,2625000,3333000,3856000,11
1016760031,40.78899,-73.94117,2620000,2730000,374000,389000,445000,16
1001350018,40.71458,-74.00766,2990000,3010000,3492000,1746000,2095000,20
1001350017,40.71461,-74.00774,3970000,3550000,3480000,1441000,1729000,20
1020630046,40.82689,-73.94425,1420000,1260000,1386000,2067000,2516000,3
1001350014,40.71452,-74.00798,7300000,7790000,7949000,9407000,9193000,20
1001350011,40.71437,-74.00783,1711000,4750000,5523000,6628000,6679000,20
1020530060,40.82516,-73.94362,835000,835000,382000,302000,302000,3
1012310064,40.78728,-73.97867,5680000,5840000,6535000,8177000,8475000,17
1005430021,40.73032,-74.00037,2070000,1700000,2500000,2762000,2835000,22
1010780060,40.76549,-73.99424,918000,952000,1121000,1122000,1218000,1
1013450111,40.75583,-73.96649,3410000,1160000,1740000,2304000,1843000,10
1005430027,40.73037,-74.00097,3890000,4080000,4378000,5254000,5419000,22
1013450115,40.75572,-73.96617,1910000,2090000,2568000,3189000,2551000,10
1001460021,40.716,-74.00773,5190000,5700000,6126000,6592000,6837000,20
1003790034,40.72471,-73.97566,620000,952000,1428000,1909000,1939000,15
1020900036,40.82576,-73.95153,3040000,4400000,4799000,5099000,5463000,3
1012520113,40.79303,-73.97541,7530000,7600000,6460000,5491000,4667000,17
1003970012,40.72255,-73.98527,1350000,1460000,1475000,2200000,2217000,0
1008380001,40.75126,-73.98627,72000000,68500000,75350000,76903000,81981000,9
1013390104,40.75232,-73.96981,860000,1100000,1313000,1308000,1390000,10
1014980027,40.78074,-73.95784,8860000,8860000,9007000,9519000,9681000,12
1009150061,40.74619,-73.97745,2300000,3630000,2428000,3015000,2943000,11
1009150062,40.74614,-73.97748,4910000,4910000,1881000,2335000,2280000,11
1009150064,40.74606,-73.97755,1560000,1300000,1950000,2173000,2121000,11
1009150065,40.74598,-73.97752,4460000,4460000,5119000,4358000,4255000,11
1014980020,40.78099,-73.95844,12000000,12100000,12741000,12782000,12840000,12
1008430041,40.73684,-73.99204,2250000,7130000,3642000,3817000,4234000,21
1021570118,40.85098,-73.93094,554000,527000,529000,545000,549000,7
